id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1168312566860460034,1168312566860460034,2019-09-01 19:59:56 Hora est. Sudamérica Pacífico,2019-09-01,19:59:56,-0400,997432855906193409,marcelolavadov,El Marcelo,,Gaete 😒,ht,[],[],[],0,0,0,[],[],https://twitter.com/marcelolavadov/status/1168312566860460034,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312565551816704,1168312565551816704,2019-09-01 19:59:56 Hora est. Sudamérica Pacífico,2019-09-01,19:59:56,-0400,706629037603602432,angelx_w,Angel Wolff,,Domingo por la noche 😄  https://t.co/9pu489IJ1j,es,[],[],['https://pbs.twimg.com/media/EDauFMdXkAIsrBu.jpg'],0,1,1,[],[],https://twitter.com/Angelx_w/status/1168312565551816704,False,,1,https://pbs.twimg.com/media/EDauFMdXkAIsrBu.jpg,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312534572654592,1168293331790716928,2019-09-01 19:59:49 Hora est. Sudamérica Pacífico,2019-09-01,19:59:49,-0400,410761006,ggutierrez83,Gustavo Gutiérrez,,@Andruzado1 Jajajajajaja 🤣🤣🤣🤣🤣,es,[],[],[],0,0,1,[],[],https://twitter.com/GGutierrez83/status/1168312534572654592,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,"[{'screen_name': 'Andruzado1', 'name': 'Andrés el indomable 3.0', 'id': '1115382107260506112'}]",,,,
1168312526536400896,1168312526536400896,2019-09-01 19:59:47 Hora est. Sudamérica Pacífico,2019-09-01,19:59:47,-0400,1718665334,alonso_dennis,Dennis Alonso 🐰,,Leyendo los reclamos de la gente: DE DONDE SALEN MOS DJ DE HOY ? Últimamente es como poner Play en Spotify y era 🤦🏻‍♂️,es,[],[],[],1,0,1,[],[],https://twitter.com/alonso_dennis/status/1168312526536400896,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312516549709825,1168312516549709825,2019-09-01 19:59:44 Hora est. Sudamérica Pacífico,2019-09-01,19:59:44,-0400,1117042946019332097,ohwena_,gata extraordinária,,"Jantei sopa de girimum e agora tô tomando uma cerveja com linguiça assada, equilíbrio é tudo né mores?",pt,[],[],[],0,0,0,[],[],https://twitter.com/ohwena_/status/1168312516549709825,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312510291894277,1168312510291894277,2019-09-01 19:59:43 Hora est. Sudamérica Pacífico,2019-09-01,19:59:43,-0400,997432855906193409,marcelolavadov,El Marcelo,,#Paredes estoy emocionado #DaleAlboTodosUnidos,es,[],[],[],0,0,0,"['paredes', 'dalealbotodosunidos']",[],https://twitter.com/marcelolavadov/status/1168312510291894277,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312478910074881,1168312478910074881,2019-09-01 19:59:35 Hora est. Sudamérica Pacífico,2019-09-01,19:59:35,-0400,200688986,elexdavid,🌴El Ex David ® Uch🌴,,Llegó la merca a Macul,es,[],[],[],0,0,1,[],[],https://twitter.com/elexdavid/status/1168312478910074881,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312478276759553,1168312478276759553,2019-09-01 19:59:35 Hora est. Sudamérica Pacífico,2019-09-01,19:59:35,-0400,756376200,alejo28so,Alejo⚽️,,El agustino mi barrio en lima 😂😂,es,[],[],[],0,0,0,[],[],https://twitter.com/Alejo28So/status/1168312478276759553,False,https://twitter.com/Carlosgarcia_gv/status/1168011169228918785,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312416809209858,1168312416809209858,2019-09-01 19:59:21 Hora est. Sudamérica Pacífico,2019-09-01,19:59:21,-0400,105813976,daniellacriado,Daniella Criado G.😷,,Equipo de mi vida ❤ y con el mejor @estebanparedesQ #VamosColoColo  https://t.co/VT6BzWn1dQ,es,"[{'screen_name': 'estebanparedesq', 'name': 'esteban paredes', 'id': '1053701179'}]",[],['https://pbs.twimg.com/media/EDat8N6XkAAUxlV.jpg'],0,0,12,['vamoscolocolo'],[],https://twitter.com/DaniellaCriado/status/1168312416809209858,False,,1,https://pbs.twimg.com/media/EDat8N6XkAAUxlV.jpg,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
1168312398761156608,1168293391341445120,2019-09-01 19:59:16 Hora est. Sudamérica Pacífico,2019-09-01,19:59:16,-0400,3289910279,coke343,ℭ𝔬𝔨𝔢 🚲 ♉🇨🇱,,@Don_Pipiolo @pazpolilla Esta para hacer un regalo... 🤔,es,[],[],[],0,0,1,[],[],https://twitter.com/coke343/status/1168312398761156608,False,,0,,,"-33.45776872061534,-70.66448325142338,10km",,,,,[],,,,
